Ticker,Category,Info,Address,Link
BVS,Tài chính,"Được đánh giá là công ty chứng khoán hàng đầu trên thị trường chứng khoán Việt Nam đặc biệt ở mảng dịch vụ: tư vấn niêm yết, tư vấn phát hành, tư vấn đàu tư chứng khoán... BVSC chiếm 70% thị phần trong hoạt động bảo lãnh phát hành năm 2006. Đối với hoạt động môi giới, BVSC luôn duy trì được thị phần giao dịch cổ phiếu ở mức trên 20%, số lượng tài khoản giao dịch của khách hàng mở tại BVSC liên tục gia tăng và chiếm gần 30% tổng số lượng tài khoản giao dịch của toàn thị trường.","Tầng 2 và 3, tòa nhà số 72 Trần Hưng Đạo, phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",www.bvsc.com.vn
C69,Công nghiệp,"Hiện nay, trong lĩnh vực xây dựng có rất nhiều doanh nghiệp hoạt động và canh tranh nhau. Công ty là một trong những đơn vị xây dựng có uy tín trong tỉnh Hải Dương và là một trong những doanh nghiệp đi đầu trong đổi mới máy móc, trang thiết bị, nâng cao chất lượng nguồn nhân lực. Ban lãnh đạo Công ty, xác định con đường đi riêng của minh phấn đấu đưa Công ty trở thành nhà thầu xây dựng có năng lực trên địa bàn tỉnh Hải Dương.","Số 37,38 phố Dã Tượng, phường Lê Thanh Nghị, thành phố Hải Dương, tỉnh Hải Dương",http://cpxd1369.com.vn/
CEO,Tài chính,"Thành lập ngày 26/10/2001, tiền thân là Công ty TNHH Thương mại, Xây dựng và Công nghệ Việt Nam (VITECO), CEO Group được tổ chức theo mô hình tập đoàn kinh tế tư nhân với 9 công ty thành viên hoạt động trong hai lĩnh vực chính: bất động sản và giáo dục đào tạo gắn với cung ứng nhân lực, trong đó có xuất khẩu lao động. Qua gần 16 năm năm hoạt động, CEO Group đã và đang khẳng định vị thế trong thị trường nội địa và hướng tới thị trường khu vực, quốc tế, đặc biệt trong lĩnh vực giáo dục đào tạo gắn với xuất khẩu lao động. CEO Group hiện đang đầu tư nhiều dự án bất động sản quy mô tại Hà Nội, Hà Nam, Bắc Ninh và Phú Quốc.","Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, phường Mễ trì, quận Nam Từ Liêm, TP. Hà Nội",www.ceogroup.com.vn
CMS,Công nghiệp,"Là một thành viên của Cavico Việt Nam, CavicoCMS được thừa hưởng rất nhiều từ giá trị thương hiệu của Cavico Việt Nam, một doanh nghiệp hàng đầu trong lĩnh vực thi công xây lắp các công trình xây dựng cơ bản, đường, cầu, hầm, các nhà máy điện. HĐQT, Ban giám đốc Công ty là những người có trình độ, năng lực; đã tham gia các hoạt động xây lắp các dự án lớn của Cavico","tầng 12 tòa nhà Intracom 2, số 33 Cầu Diễn, P. Phúc Diễn, Q. Bắc Từ Liêm, HN",www.cmvietnam.vn
CSC,Tài chính,"Với 16 năm kinh nghiệm phát triển và trưởng thành, Công ty Cổ phần Đầu tư và Xây dựng Thành Nam đã ngày càng khẳng định được vị thế của mình trên thương trường cũng như trong ngành xây dựng cơ sở hạ tầng, xây dựng các công trình dân dụng nói chung. Sản phẩm của công ty liên tục được đánh giá là đạt chất lượng cao. Thương hiệu COTANA được bình chọn là thương hiệu mạnh trong 4 năm liền (2005-2008).","Lô CC5A, Bán đảo Linh Đàm, phường Hoàng Liệt, quận Hoàng Mai, Tp. Hà Nội",www.cotanagroup.vn
CTC,Dịch vụ tiêu dùng,"Công ty Cổ phần Văn hóa – Du lịch Gia Lai với hệ thống các nhà sách tại nhiều tỉnh thành đã bước đầu tạo dựng được thương hiệu kinh doanh và là một nhà phát hành sách có tên tuổi trên thị trường phát hành sách. Trong mảng hoạt động phát hành sách, Công ty là doanh nghiệp phát hành sách có mạng lưới hoạt động lớn nhất miền Trung và là một trong 10 doanh nghiệp phát hành sách hàng đầu của Việt Nam. Trong lĩnh vực du lịch, nhà hàng, khách sạn, vui chơi giải trí: Công ty có hệ thống nhà hàng, khách sạn được xây dựng và quản lý chuyên nghiệp.","18 Lê Lai, p. Tây Sơn, TP. Pleiku, Tỉnh Gia Lai",www.gialaictc.com.vn
CVN,Công nghiệp,"Hiện nay thị phần của công ty còn tương đối nhỏ do mới thành lập nhưng bước đầu đã tạo được thương hiệu về chất lượng thi công các công trình.Trong lĩnh vực kinh doanh vật liệu xây dựng, công ty đã tìm kiếm và xây dựng được mỗi quan hệ chặt chẽ với các khách hàng đối tác.","Phòng 302 Tầng 3, Tòa tháp Tây Chung Cư, thuộc dự án Khu nhà ở Cán bộ học viện quốc phòng, Xuân La, Tây Hồ, Tp.Hà Nội",http://www.vinamgroup.com.vn/
DDG,Công nghiệp,"Lợi thế cạnh tranh của Công ty là sự tinh gọn trong cơ cấu tổ chức và vận hành. Lực lượng lao động của công ty dồi dào có trình độ chuyên môn cao, nhiều kinh nghiệm. Bên cạnh đó, các thiết bị máy móc và công nghệ điều khiển nhà máy hiện đại, đạt tiêu chuẩn chất lượng cao và được cung cấp từ các nước có trình độ kỹ thuật tiên tiến. Nhờ đó, những sự cố về máy móc, thiết bị trong quá trình sản xuất hầu như không xảy ra và đảm bảo chất lượng tốt cung cấp cho khách hàng.","162B Điện Biên Phủ, Võ Thị Sáu, Quận 3, Tp.HCM",www.dongduongcorp.com.vn
DL1,Công nghiệp,"DL1 là doanh nghiệp có sức mạnh cạnh tranh và hoạt động khá hiệu quản trong ngành kinh doanh bến xe Gia Lai. Xét trên toàn quốc, Bến xe Đức Long Gia Lai là mô hình tư nhân đầu tiên được đầu tư khai thác trên toàn quốc. Hệ thống dịch vụ khép kín, đồng bộ từ khu vực văn phòng điều hòa, bán vé, nghiệm vụ, sân bãi đỗ xe, dịch vụ ăn uống, nghỉ trọ, các kiot cho thuê, cửa hàng xăng dầu, là điểm đến của các tuyết xe buýt...đảm bảo sự tiện lợi và an tâm đối với khách hàng.","120 Trần Phú, P. Diên Hồng, Tp. Pleiku, Tỉnh Gia Lai",a7group.vn
DST,Công nghiệp,"Tại địa bàn tỉnh Nam Định, Công ty là đơn vị hậu cần duy nhất của ngành GD-ĐT chịu trách nhiệm cung ứng các loại sách, ấn phẩm giáo dục, các loại trang, thiết bị, đồ dùng dạy học đến các cơ sở giáo dục trong tỉnh. Kể từ khi thành lập, hàng năm Công ty đều được xếp hạng A (hạng cao nhất) toàn quốc về việc thực hiện tốt kế hoạch kinh doanh trong hệ thống NXBGD. Với mục tiêu phục vụ tốt sự nghiệp giáo dục và đào tạo, nâng cao hiệu quả kinh doanh, trong những năm vừa qua, Công ty cổ phần Sách và Thiết bị Giáo dục Nam Định phối hợp chặt chẽ với các đơn vị trong ngành, cung ứng đủ SGK, TBGD phục vụ mục tiêu đổi mới chương trình giáo dục phổ thông, thay SGK mới.Xu hướng cùng hợp tác phát triển này rất phù hợp với tình hình nền kinh tế mở cửa và nâng cao tính cạnh tranh như hiện nay.",13 Minh Khai – Thành phố Nam Định - Tỉnh Nam Định,saothanglong.vn
DTC,Công nghiệp,"Với bề dày hơn 50 năm hoạt động, Công ty hiện là một trong những đơn vị uy tín hàng đầu Việt Nam trong lĩnh vực sản xuất gạch và ngói nung. Các sản phẩm gạch ngói của Công ty nằm trong top đầu thị phần trên cả nước và đã được xuất khẩu đi một số nước lân cận, góp phần tạo lập vị thế chất lượng và sự tin tưởng trên thị trường.","Xã Xuân Sơn, Huyện Đông Triều, Tỉnh Quảng Ninh",viglaceradtc.com.vn
DTD,Công nghiệp,"Công ty là một trong những đơn vị có uy tín trong ngành xây dựng, đóng vai trò là đơn vị có truyền thống, uy tín và trách nhiệm trên địa bàn tỉnh Hà Nam. Với lịch sử hơn 16 năm xây dựng và phát triển. Công ty đã từng bước khảng định được vị thế trong địa bàn tỉnh Hà Nam với hàng hoạt các dự án quản trọng của tỉnh. Một số dự án Công ty đã thực hiện phải kể đến như Trường chuyên Biên Hòa - tỉnh Hà Nam, Công trình khu điều người có công tỉnh Hà Nam, các khu du lịch, các khu công nghiệp. Là đơn vị có đóng góp nhiều cho ngân sách và sự phát triển của địa phương, Công ty liên tục nhận được huy chương, bằng khen của UBND tỉnh Hà Nam, Tổng cục thuế cũng như Cục thế tỉnh Hà Nam. Từ đó khẳng định được vị thế cũng như vai trò trong sự phát triển chung của đất nước.","Đường Nguyễn Thị Định, phường Thanh Châu, thành phố Phủ Lý, tỉnh Hà Nam",Thanhdathanam.vn
DVG,Công nghiệp,"Thành lập từ năm 2006, Công ty đã và đang dần trở thành 1 đơn vị cung cấp sơn có uy tín cho người tiêu dùng trong lĩnh vực sản xuất sơn nước cao cấ. Trong những năm qua, Công ty tập trung đầu tư mạnh mẽ từ nền tảng con người, công nghệ sản xuất đến hệ thống nhận diện thương hiệu. Tuy là một công ty còn nhỏ trong ngành nhưng hệ thống đại lý phân phối đã có mặt ở nhiều tỉnh thành trên cả nước, đây là một lợi thế lớn đối với các doanh nghiệp hàng tiêu dùng nói chung và đặc biệt quan trọng đối với các doanh nghiệp sản xuất sơn.","Thanh Lãm, phường Phú Lãm, quận Hà Đông, thành phố Hà Nội",www.sondaiviet.com.vn
DXP,Công nghiệp,"Được thành lập từ năm 2001 cho đến nay, trải qua quá nhiều năm xây dựng và phát triển, Công ty đã không ngừng đầu tư cơ sở hạ tầng đồng bộ, trang thiết bị hiện đại, xây dựng quy trình công nghệ xếp dỡ tối ưu, cái cách thủ tục làm hàng, thay đổi phong cách phục vụ nhằm đáp ứng nhu cầu khách hàng một cách nhanh chóng , thuận tiện với chi phí thấp.","15 Đường Ngô Quyền, Phường Vạn Mỹ, Quận Ngô Quyền, Thành phố Hải Phòng",www.doanxaport.com.vn
EVS,Tài chính,"Cùng với nguồn lực  giàu kinh nghiệm, EVS chú trọng đầu tư mạnh mẽ vào hệ thống, phần mềm, cơ sở vật chất tạo ra những nền tảng quan trọng giúp EVS phát triển nhanh chóng và bền vững. Hệ thống phần mềm công nghệ lõi chứng khoán của EVS hiện đang sử dụng là hệ thống phần mềm cung cấp bởi Công ty AFE Solutions Limited. Với giao diện thông minh, tốc độ xử lý lệnh nhanh, ổn định, chính xác và tính bảo mật cao, hệ thống phần mềm lõi chwngsk hoán của EVS đã chinh phục hoàn toàn các khách hàng đã giao dịch tại EVS.","Tầng 2, Tòa nhà VNT Tower, Số 19 Nguyễn Trãi, Thanh Xuân, Hà Nội",www.eves.com.vn
FID,Công nghiệp,"Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam (VNDI) là một công ty hoạt động đa ngành nghề, nhờ có đội ngũ quản lý có nhiều kinh nghiệm trong ngành, Công ty đang từng bước tạo lập uy tín và thương hiệu trên thị trường. Số lượng khách hàng của Công ty ngày càng tăng không chỉ dựa vào mối quan hệ tốt sẵn có của các cán bộ quản lý mà còn dựa vào chính chất lượng sản phẩm dịch vụ mà VNDI mang đến cho khách hàng. Với chiến lược phát triển bền vững, chuyên nghiệp và hiệu quả, Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam khởi đầu từ những dịch vụ cốt lõi như hoạt động thương mại vật liệu xây dựng, bất động sản, để xây dựng mối quan hệ với đông đảo khách hàng và quảng bá thương hiệu, đồng thời chuẩn bị thực hiện đầu tư những dự án nhiều tiềm năng và hiệu quả khác trong tương lai.","Tầng 7, số 71 Hoàng Cầu, P. Ô Chợ Dừa, Đống Đa, HN",www.vndi.vn
GKM,Công nghiệp,"Công ty là một trong những doanh nghiệp hàng đầu Việt Nam về sản xuất gạch không nung xi măng cốt liệu, công suất và quy mô nhà máy lớn nhất 195 triệu viên QTC/năm, chất lượng hàng đầu do sản phẩm có tính năng chống thấm, khác biệt hữu ích hơn so với nhiều nhà máy khác. Sản phẩm của Công ty đa dạng mẫu mã, đáp ứng linh hoạt mọi giải pháp ứng dụng và thi công của khách hàng. Thương hiệu sản phẩm của Công ty được nhiều khách hàng là chủ đầu tư, nhà thầu xây dựng công ty tư vấn thiết kế biến đến. Hơn nữa Công ty còn có Vũng nguyên liệu lớn và tốt nhất  các tỉnh phía Bắc như Nhà máy đặt tại tỉnh Hà Nam, có vùng nguyên liệu dồi dào và chất lượng tốt.","KCN Châu Sơn, P. Lê Hồng Phong, Tp. Phủ Lý, Tỉnh Hà Nam",www.khangminhgroup.com
HBS,Tài chính,"HBS hướng tới mục tiêu trở thành Công ty Chứng khoán hoạt động chuyên nghiệp, chất lượng dịch vụ hàng đầu tại Viêt Nam.Tuy HBS mới chính thức đi vào hoạt động từ đầu năm 2008 nhưng Công ty đã nhanh chóng xây dựng định hướng phát triển phù hợp với xu hướng và triển vọng của thị trường. Trong thời gian tới, HBS dẽ chỉ động mở rộng tầm ảnh hưởng, nâng cao hình ảnh của Công tu đến với khách hàng và các nhà đầu tư, mở rộng quy mô, mạng lưới của HBS trên toàn quốc, cũng như đẩy mạnh phát triển đồng đều tất cả các hoạt động của HBS. Đồng thời HBS sẽ phấn đấu đứng trong hàng ngũ top 10 công ty chứng khoán chiếm thị phần lớn nhất trên thị trường chứng khoán Việt Nam.","Tầng 7+9, Tòa nhà 46-48 phố Bà Triệu, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",www.hbse.com.vn
HHG,Công nghiệp,"Công ty Cổ phần Hoàng Hà hiện đang giữ các vị,trí quan trọng trong việc đáp ứng nhu cầu ngày càng tăng về vận tải hàng hóa, vận tải hành khách theo tuyến cố định, vận tải hành khách bằng xe buýt và Taxi trên địa bàn các tỉnh phía bắc và trên cả nước. Công ty sẽ đầu tư xây dựng hệ thống bến bãi trên nhiều tỉnh thành trong cả nước, đầu tư phát triển mạnh đội xe của mình để cạnh tranh trên thị trường. Ngoài ra, sự đa dạng hóa về cơ cấu phương tiện vận chuyển có thể đáp ứng nhu cầu vận chuyển mọi lúc, mọi nơi với yêu cầu cao về khối lượng, chất lượng và tiến độ. Các cổ đông sáng lập, các nhà đầu tư vào Công ty đều là những người có bề dày kinh nghiệm trong các lĩnh vực mà Công ty kinh doanh.","Số 368, phố Lý Bôn, phường Tiền Phong, thành phố Thái Bình",www.hoanghaco.com.vn
HOM,Công nghiệp,"Sau 5 năm đi vào hoạt động, đến nay Công ty đã xây dựng được hệ thống nhà phân phối chính ổn định, phát triển trên khắp cả nước. Sản phẩm của Công ty đã và đang cung cấp cho các công trình trọng điểm quốc gia như Trung tâm Hội nghị quốc gia, cầu Vĩnh Tuy (Hà Nội), dự án Thuỷ điện Cửa Đạt (Thanh Hoá), dự án thuỷ điện Bản Vẽ (Nghệ An), dự án lọc dầu Dung Quất, các dự án thuỷ điện Buôn Kuốp, Sê san… (tại miền Trung và Tây Nguyên).","Khối 7, phường Quỳnh Thiện, Thị Xã Hoàng Mai, tỉnh Nghệ An",www.ximanghoangmai.vn
HUT,Công nghiệp,"Tính đến nay, Công ty đã có bề dày truyền thống hơn 30 năm hoạt động trong lĩnh vực xây dựng cơ sở hạ tầng. Bằng năng lực và tính chuyên nghiệp cao, Công ty đã tạo lập và xây dựng thương hiệu HUT - TASCO trở thành một thương hiệu mạnh của khu vực đồng bằng Nam sông Hồng và luôn được các Chủ đầu tư tín nhiệm, đánh giá cao. Công ty không ngừng phát triển về mọi mặt cả về quy mô, tổ chức, năng lực, ngành nghề cũng như phạm vi hoạt động. Tổng lợi nhuận năm sau cao hơn năm trước, đời sống vật chất tinh thần của người lao động ngày càng được nâng cao. Trong suốt quá trình hoạt động, Công ty đã để lại dấu ấn tốt đẹp trên nhiều công trình lớn, đặc biệt là các công trình giao thông. Những thành quả đạt được đã tạo cho Công ty tên tuổi và vị thế vững chắc trên thương trường.","Tầng 4, Tòa nhà M5 – Số 91 Nguyễn Chí Thanh – Phường Láng Hạ - Quận Đống Đa – Thành phố Hà Nội.",http://www.tasco.com.vn
IDC,Tài chính,"Trong suốt 18 năm qua, vượt qua muôn vàn khó khăn, thách thức, sự cạnh tranh gay gắt của nền kinh tế thị trường, Tổng công ty đã không ngừng phát triển về năng lực quản lý, năng lực thi công, năng lực tài chính, đội ngũ cán bộ công nhân viên. Uy tín và thương hiệu IDICO ngày càng được xác lập trên tất cả các lĩnh vực hoạt động, đặc biệt qua 3 lĩnh vực đầu tư phát triển khu công nghiệp, thủy điện và giao thông. Bên cạnh đó, Tổng công ty cũng không ngừng đẩy mạnh mở rộng sang xây lắp các công trình công nghiệp và dân dụng, giao thông thủy lợi, bến cảng, tư vấn đầu tư xây dựng, đầu tư xây dựng các nhà máy điện độc lập, tham gia thị trường kinh doanh điện.","Số 151 ter Nguyễn Đình Chiểu, phường 6, quận 3, thành phố Hồ Chí Minh",www.idico.com.vn
IDJ,Tài chính,"Vào thời điểm năm 2006 - 2007, khi thị trường chứng khoán và bất động sản lên đỉnh cao và là quan tâm của toàn xã hội, rất nhiều công ty đầu tư đa lĩnh vực, các quỹ đầu tư được hình thành và hoạt động cùng thời điểm với IDJ Financial với số vốn trung bình của các công ty khoảng từ 100 tỷ đến 500 tỷ.Sau 3 năm, nhiều công ty thành công và nhiều công ty thất bại. So sánh với một số công ty đầu tư đa lĩnh vực có thể thấy IDJ Financial là công ty thực hiện được nhiều dự án thành công với sản phẩm cao cấp, mới mẻ và sáng tạo","Tầng 3, Tòa nhà Grand Plaza, 117 Trần Duy Hưng,Trung Hòa, Cầu Giấy, Hà Nội",www.idji.vn
IPA,Tài chính,"Công ty có đội ngũ lãnh đạo năng động, có kiến thức sâu rộng trong lĩnh vực tài chính và nhiều kinh nghiệp trong lĩnh vực đầu tư dự án. Với bộ máy tổ chức gọn lẹ và linh hoạt, IPA luôn chủ động và quyết đoán trong các kế hoạch đầu tư của mình, đây là lợi thế cạnh tranh so với các doanh nghiệp khác. Hiện tại, lĩnh vực cốt lõi của công ty vẫn là dịch vụ tài chính, kinh doanh bất động sản, đầu tư và kinh doanh năng lượng.","Số 1 Nguyễn Thượng Hiền, P. Nguyễn Du, Q. Hai Bà Trưng, TP. Hà Nội",www.IPA.com.vn
ITQ,Vật liệu cơ bản,"Công ty Cổ phần Tập đoàn Thiên Quang được thành lập từ mô hình doanh nghiệp gia đình năm 2001 và được chuyển đổi thành công ty cổ phần tập đoàn Thiên Quang năm 2007. Hiện nay, Công ty là đối tác tin cậy của nhiều đối tác, doanh nghiệp trong và ngoài nước, đã tạo được mạng lưới tiêu thụ trải dài từ bắc đến Nam và xuất khẩu đi nhiều nước trên thế giới. Công ty được chứng nhận đạt tiêu chuẩn ISO 9001:2008 và doanh nghiệp đạt top 5 trong top 500 doanh nghiệp có tốc độ tăng trưởng mạnh nhất năm 2010. Thiên Quang thực hiện phát triển bền vững thể hiện qua đầu tư và phát triển nguồn nhân lực, phát triển và đầu tư công nghệ dây chuyển máy móc, minh bạch trong quản trị hoạt động.","Thôn An Lạc, Xã Trưng Trắc, huyện Văn Lâm, tỉnh Hưng Yên",www.inoxthienquang.com.vn
IVS,Tài chính,"Là công ty chứng khoán ra đời tháng 08 năm 2007 ở Việt Nam, nơi thị trường chứng khoán còn rất non trẻ, với vốn điều lệ ban đầu là 161 tỷ đồng, VNS đã có được vị trí nhất định trên thị trường chứng khoán. Đến nay, Công ty đã đáp ứng quy định về vốn pháp định để thực hiện đầy đủ các nghiệp vụ kinh doanh chứng khoán như môi giới, lưu ký, tự doanh, tư vấn tài chính doanh nghiệp. Lượng tài khoản đăng ký mở và giao dịch tại Công ty tăng nhanh chóng","P9-10 Tầng 1, Charm Vit Tower, số 117 Trần Duy Hưng, P. Trung Hòa, Cầu Giấy, HN",www.gtjas.com.vn
