Ticker,Category,Info,Address,Link
CTD,Công nghiệp,"COTECCONS là công ty có khả năng thực hiện các loại công trình hiện đại và quy mô lớn trong cả nước hiện nay. Công ty có hệ thống quản lý và nhân sự vững mạnh, ổn định và đang trên đà phát triển mạnh. COTECCONS xác định sẽ tiếp tục phát triển mạnh lĩnh vực kinh doanh cốt lõi có thế mạnh là xây lắp, ngoài ra COTECCONS tiếp tục đầu tư vào lĩnh vực đầu tư kinh doanh bất động sản - trên cơ sở năng lực và kinh nghiệm của lĩnh vực quản lý và thi công xây dựng vốn có.","Lầu 9-12, số 236/6 Đường Điện Biên Phủ, P.17, Bình Thạnh, TP.HCM",www.coteccons.vn
CTG,Tài chính,"Ngân Hàng Công Thương Việt Nam là một Ngân hàng đầu tiên của Việt Nam được cấp chứng chỉ ISO 9001:2000. Là thành viên của Hiệp hội Ngân hàng Việt Nam, Hiệp hội các ngân hàng Châu Á, Hiệp hội Tài chính viễn thông Liên ngân hàng toàn cầu(SWIFT), Tổ chức Phát hành và Thanh toán thẻ VISA, MASTER quốc tế; Là ngân hàng tiên phong trong việc ứng dụng công nghệ hiện đại và thương mại điện tử tại Việt Nam. VietinBank là một trong 4 ngân hàng thương mại lớn nhất thị trường hiện nay. Với thương hiệu tốt và mối quan hệ chặt chẽ với nhiều khách hàng truyền thống, cùng với nền tảng tài chính vững mạnh, VietinBank luôn là một trong những Ngân hàng hàng đầu tại Việt Nam.","Số 108 Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",www.vietinbank.vn
DBC,Hàng tiêu dùng,"Với chiến lược đầu tư phát triển hợp lý trong những năm qua, Công ty đã trở thành doanh nghiệp hàng đầu trong ngành công – nông nghiệp của tỉnh Bắc Ninh nói riêng cũng như trên phạm vi cả nước nói chung. Sản phẩm thức ăn chăn nuôi của Công ty luôn nằm trong danh sách các sản phẩm thức ăn chăn nuôi đứng đầu của Việt Nam, cạnh tranh trực tiếp với sản phẩm của các doanh nghiệp nước ngoài (CP, PROCONCO,…). Các thương hiệu sản phẩm của Công ty như KHANGTI VINA, DABACO, TOPFEEDS đã trở nên quen thuộc và giữ vị trí vững chắc trên thị trường thức ăn chăn nuôi trong nước.","Số 35, Đường Lý Thái Tổ, Thành phố Bắc Ninh, Tỉnh Bắc Ninh",http://www.dabaco.com.vn
DCM,Vật liệu cơ bản,"Công ty TNHH MTV Phân bón Dầu khí Cà Mau tiền thân là Ban QLDA Cụm Khí Điện Đạm Cà Mau, trực thuộc Tập đoàn Dầu khí Quốc gia Việt Nam sở hữu 100% vốn được thành lập theo Quyết định số 474/QĐ-HĐTV ngày 09/03/2011 của Chủ tịch Hội đồng Thành viên Tập đoàn Dầu khí Việt Nam, sau khi được sự chấp thuận của Thủ tướng Chính phủ. Năm 2012 là năm đầu tiên Công ty TNHH MTV Phân bón Dầu khí Cà Mau đi vào hoạt động sản xuất kinh doanh đưa sản phẩm Đạm Cà Mau ra thị trường. Nhà máy Đạm Cà Mau với công suất 800.000 tấn/năm, cùng với các nhà máy phân đạm khác trong cả nước đã góp phần thay đổi, chuyển dịch cơ cấu phân đạm trong nước, từ nước chủ yếu nhập khẩu phân bón, tiến tới giảm dần nhập khẩu và từng bước chuyển sang nước xuất khẩu phân bón, góp phần quan trọng vào việc thực hiện chủ trương chính sách an ninh lương thực của Đảng và Nhà nước.","Lô D, khu công nghiệp phường 1, đường Ngô Quyền, phường 1, thành phố Cà Mau, tỉnh Cà Mau",www.pvcfc.com.vn
DGC,Vật liệu cơ bản,"Công ty cổ phần Bột giặt và Hoá chất Đức Giang tiền thân là Công ty Hoá chất Đức Giang, công ty có truyền thống sản xuất Hoá dược tinh khiết cung cấp cho thị trường Việt Nam 50 năm qua. Thương hiệu Hoá chất Đức Giang có uy tín nhất định trên thị trường Việt Nam. Trụ sở Công ty gần trung tâm, cảnh quan và điều kiện làm việc tốt có thể thu hút được các kỹ sư có trình độ về làm việc. Các kỹ sư và công nhân lành nghề đã được đào tạo và thực hành tại các phân xưởng, các nhà máy của công ty.","Số 18/44 Đức Giang, phường Thượng Thanh, quận Long Biên, Hà Nội",www.ducgiangchem.vn
DGW,Dịch vụ tiêu dùng,"Một trong những doanh nghiệp hàng đầu trong lĩnh vực phân phối các sản phẩm công nghệ tại Việt Nam, với hơn 10 năm hoạt động trong ngành, Digiworld đã từng bước khẳng định thương hiệu cũng như vị thế của mình. Digiworld dẫn đầu trong lĩnh vực phân phối máy tính xách tay và đối với lĩnh vực phân phối điện thoại di động. Hiện nay Digiworld hợp tác với nhiều thương hiệu nổi tiếng trên thế giới trong cả 3 lĩnh vực: máy tính xách tay; điện thoại di động và thiết bị văn phòng, chứng minh năng lực cạnh tranh vượt trội cũng như khả năng đàm phán tốt với các đối tác trong nước cũng như quốc tế. Với lợi thế độc quyền phân phối, Digiworld sẽ đạt được nhiều thành công hơn nữa trong tương lai, góp phần củng cố vị thế của công ty trong ngành.","số 201-203 CMT8, P. 4, Q. 3, Tp.HCM",www.digiworld.com.vn
DHC,Vật liệu cơ bản,"Cùng với sự tăng trưởng và phát triển kinh tế của nước ta trong những năm gần đây, nhu cầu giấy phục vụ cho sản xuất và tiêu dùng trong nước ngày càng tăng, doanh thu và lợi nhuận từ hoạt động sản xuất các sản phẩm về giấy của công ty có sự tăng trưởng đáng kể.Trong những năm gần đây, việc đẩy mạnh hoạt động thương mại đã góp phần đáng kể vào việc tăng trưởng doanh thu của công ty. Sản phẩm giấy và bao bì của công ty hiện nay được tiêu thụ chủ yếu ở khu vực ĐBSCL, một số tỉnh miền Đông Nam Bộ và TP.HCM,vùng kinh tế trọng điểm của cả nước( thị phần chiếm khoảng 20% ở khu vực này)","Lô AIII, Khu công nghiệp Giao Long, Xã An Hưng, Huyện Châu Thành, Tỉnh Bến Tre",www.dohacobentre.com.vn
DHG,Y tế,"Công ty có trên 270 sản phẩm được đăng ký lưu hành trên cả nước với nhiều sản phẩm ưu thế như thuốc gói trẻ em, thuốc giảm đau hạ sốt thương hiệu Hapacol. Nguyên liệu được công ty nhập từ các nhà sản xuất lớn trên thế giới như: Mỹ, Italia, Tây Ban Nha,... Ngoài sản phẩm sản xuất chiếm trên 90% doanh thu hàng năm, Công ty triển khai các mặt hàng kinh doanh tuy nhiên lợi nhuận không đáng kể. Mạng lưới phân phối của Công ty được xem là mạnh nhất trong ngành dược Việt Nam với hệ thống phân phối sâu và rộng từ Lạng Sơn đến Cà Mau.","288 Bis Đường Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Tp. Cần Thơ",www.dhgpharma.com.vn
DIG,Tài chính,"DIC Corp là một trong những doanh nghiệp hàng đầu trong lĩnh vực đầu tư phát triển các dự án bất động sản lớn tại Việt Nam. Do có uy tín và nhiều năm kinh nghiệm trong lĩnh vực đầu tư phát triển các dự án khu đô thị, nhà ở, DIC Corp luôn được chọn làm đơn vị thực hiện các dự án lớn và trọng điểm cuat nhiều tỉnh thành khác trong cả nước. Đến nay quỹ đất DIC Corp được giao để phát triển các khu đô thị mới trong cả nước khoảng 20 triệu m2, trong đó đã và đang triển khai thực hiện đầu tư cơ sở hạ tầng lỹ thuật trên 12 triệu m2, còn lại gần 8 triệu m2 DIC Corp đang hoàn tất các thủ tục đầu tư. Đây là một lợi thế vượt trội của DIC Corp mà không phải công ty nao cũng có được.","Số 265 Lê Hồng Phong, P.8, Tp. Vũng Tàu, tỉnh Bà Rịa Vũng Tàu",www.dic.vn
DPM,Vật liệu cơ bản,"Kể từ khi họat động đến nay, Công ty đã gặt hái được những thành công đáng kể trong công tác vận hành nhà máy đạm an toàn, kinh doanh có hiệu quả góp phần bình ổn giá Urê trên thị trường trong nước .Đội ngũ quản lý, vận hành, bảo dưỡng nhà máy luôn đạt gần 100% công suất thiết kế và đảm bảo chất lượng sản phẩm theo tiêu chuẩn quốc tế .Thương hiệu ""Đạm Phú Mỹ"" đã khẳng định được vị thế dẫn đầu trong nghành phân bón Việt Nam.","Số 43 Mạc Đĩnh Chi, phường Đa Kao, quận 1, Tp. HCM",www.dpm.vn
DXG,Tài chính,"Đất Xanh là một trong những công ty phát triển nhanh trong lĩnh vực đầu tư và kinh doanh bất động sản tại Việt Nam. So với các đơn vị khác cùng ngành, hiệ n tại Công ty đang dẫn đầu thị trường phân phối đất dự án và căn hộ ở Bình Dương và là một trong những đơn vị mạnh phân phối căn hộ tại TP.HCM, Công ty được xếp hạng là một trong đơn vị dẫn đầu toàn thành phố về phân phối đất dự án, căn hộ.","2W, Ung Văn Khiêm, P. 25, Q. Bình Thạnh, Tp.HCM",www.datxanh.vn
EIB,Tài chính,"Eximbank được biết đến là một trong các ngân hàng hàng đầu cung cấp các dịch vụ dành cho các doanh nghiệp, nhất là trong lĩnh vực hoạt động xuất nhập khẩu như: tài trợ tín dụng, triết khấu, giấy tờ có giá với lãi suất ưu đãi, huy động vốn tiền gửi, thanh toán trong nước và quốc tế, mua bán vàng và ngoại tệ....","Tầng 8, Văn phòng số L8-01-11+16, Tòa nhà Vincom Center, số 72 Lê Thánh Tôn và 45A Lý Tự Trọng, phường Bến Nghé, quận 1, Tp. HCM",http://www.eximbank.com.vn
FLC,Tài chính,"Công ty Cổ phầnTập đoàn FLC là một công ty hoạt động trong lĩnh vực bất động sản mới gia nhập thị trường. Tuy nhiên, nhờ có đội ngũ quản lý có nhiều kinh nghiệm trong ngành, Công ty đang từng bước tạo lập uy tín và thương hiệu “FLC” trên thị trường. Số lượng khách hàng của Công ty ngày càng tăng không chỉ dựa vào mối quan hệ tốt sẵn có của các cán bộ quản lý mà còn dựa vào chính chất lượng sản phẩm dịch vụ mà FLC mang đến cho khách hàng. FLC định hướng trở thành một trong những tập đoàn kinh doanh tư vấn bất động sản hàng đầu tại Việt Nam.","Tầng 29, Tòa nhà Bamboo Airways, số 265 Cầu Giấy, Dịch Vọng Hậu, Cầu Giấy, HN",www.flc.vn
FPT,Công nghệ,"Thành lập ngày 13/09/1988, FPT hoạt động trong 03 lĩnh vực kinh doanh cốt lõi gồm: Công nghệ, Viễn thông và Giáo dục. FPT sở hữu hạ tầng viễn thông phủ khắp 59/63 tỉnh thành tại Việt Nam và không ngừng mở rộng hoạt động trên thị trường toàn cầu với 46 văn phòng tại 22 quốc gia và vùng lãnh thổ bên ngoài Việt Nam.
Trong suốt quá trình hoạt động, FPT luôn nỗ lực với mục tiêu cao nhất là mang lại sự hài lòng cho khách hàng thông qua những dịch vụ, sản phẩm và giải pháp công nghệ tối ưu nhất. Đồng thời, FPT không ngừng nghiên cứu và tiên phong trong các xu hướng công nghệ mới góp phần khẳng định vị thế của Việt Nam trong cuộc cách mạng công nghiệp lần thứ 4 - Cuộc cách mạng số. FPT sẽ tiên phong cung cấp dịch vụ chuyển đổi số toàn diện cho các tổ chức, doanh nghiệp trên quy mô toàn cầu.","số 10, Phạm Văn Bách, Dịch Vọng, Cầu Giấy, HN",www.fpt.com.vn
GAS,Các dịch vụ hạ tầng,"PV Gas là nhà cung cấp khí khô duy nhất tại Việt Nam: Với lợi thế là thành viên của PVN, PV Gas có toàn quyền khai thác, phân phối khí và các sản phẩm khí từ các mỏ dầu khí do PVN sở hữu hoặc liên doanh. Bên cạnh đó, PV Gas với hơn 20 năm hình thành và phát triểm, đã đầu tư xây dựng một hệ thông cơ sở hạ tầng công trình khí, từ thu gom, vận chuyển, chế biến, phân phối khí và các sản phẩm khí với công nghệ hiện đại được quản lý và vận hành theo chuẩn quốc tế và vẫn đang tiếp tục được đầu tư mở rộng và phục vụ sản xuất kinh doanh","Tòa nhà PV Gas Tower, 673 Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, TP.HCM",www.pvgas.com.vn
GEG,Các dịch vụ hạ tầng,"Hiện nay chỉ có duy nhất EVN là đơn vị độc quyền trung gian mua bán điện. EVN cũng đang chiếm gần 60% tổng công suất nguồn phát hệ thống và nắm giữ toàn bộ hệ thống truyền tải và là Công ty Mua bán điện duy nhất. Đối với nguồn phát trong vài năm trở lại đây có sự tham giữ của hai đơn vị lớn là PVN chiếm khoản 10% và TKV chiếm khoảng 8%. Công ty nằm trong nhóm các Công ty cổ phần và nhà đầu tư khác trong hệ thống cung cấp nguồn phát điện hiện nay. Theo thống kê của EVN đến cuối năm 2013 nhóm nhà đầu tư lớn chiếm 77,38% tổng công suất nguồn điện nhóm nhà đầu tư trong nước chiếm 15,17%.","114 Trường Chinh, phường Phù Đổng, thành phố Pleiku, Gia Lai",www.gecom.vn
GEX,Công nghiệp,"Công ty là một trong những nhà sản xuất kinh doanh thiết bị điện hàng đầu của ngành thiết bị điện Việt Nam, trong đó nổi bật là các ngành hàng sản xuất kinh doanh dây cáp điện, máy biến áp phân phối, thiết bị đo điện trung hạ thế, động cơ điện, máy phát điện, thiết bị đóng cắt, bơm điện vv... với những thương hiệu nhiều năm liền là thương hiệu quốc gia và có uy tín trên thị trường trong nước cũng như khu vực như Cadivi, Gelex-Emic...Các thương hiệu uy tín của Tổng công ty được xây dựng dựa trên chất lượng sản phẩm tốt, đạt tiêu chuẩn quốc tế, giá cả hợp lý, chất lượng dịch vụ sau bán hàng tốt. Chính điều này đã duy trì được sự tín nhiệm của khách hàng đối với sản phẩm và dịch vụ của Tổng công ty","52 Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, Hà Nội",www.gelex.vn
GMD,Công nghiệp,"Công ty có hơn 20 năm kinh nghiệm trong lĩnh vực khai thác cảng, logistics, vận tải hàng hóa, quản lý đội tàu và các dịch vụ phụ trợ khác. Trong quá trình phát triển, Công ty đã tích lũy được kinh nghiệm, tạo dựng uy tín với các đối tác, khách hàng và đã tạo dựng được một cơ sở hạ tầng khá hoàn chỉnh phục vụ cho việc phát triển trong tương lai.","2bis-4-6 Lê Thánh Tôn, Phường Bến Nghé, Q 1, TPHCM",www.gemadept.com.vn
GTN,Công nghiệp,"Với chiến lược hướng tới phát triển trong lĩnh vực có tính bền vững, thân thiện môi trường và có tính xã hội hóa cao như ngành tre, nông sản và năng lượng tái sinh, Thống Nhất đặt mục tiêu góp phần bảo vệ môi trường, xóa đói giảm nghèo và do đó đã và đang được chính quyền địa phương, tổ chức trong và ngoài nước ủng hộ, hưởng nhiều ưu đãi. Cụ thể, các sản phẩm tre của Công ty Tre Công Nghiệp được miễn, giảm thuế tiêu dùng ở các nước phát triển. Đó là cơ sở giúp Thống Nhất sẽ tiếp tục phát triển vững chắc trong tương lai.","92 Võ Thị Sáu, P. Thanh Nhàn, Quận. Hai Bà Trưng, TP. Hà Nội",www.gtnfoods.com.vn
GVR,Vật liệu cơ bản,"Tập đoàn là Doanh nghiệp Nhà nước có quy mô lớn, có trình độ công nghệ, quản lý hiện đại và chuyên môn hóa cao; kinh doanh đa ngành, trong đó trồng, chăm sóc, khai thác, chế biến cao su là ngành kinh doanh chính; gắn kết chặt chẽ giữa trồng trọt, khai thác, sản
xuất, kinh doanh với khoa học công nghệ, đào tạo; làm nòng cốt thúc đẩy ngành công nghiệp cao su Việt Nam phát triển nhanh, bền vững, hội nhập quốc tế. hoạt động theo Điều lệ Tổ chức và hoạt động được ban hành theo Nghị định số 28/2014/NĐ – CP ngày 10/4/2014 của Thủ tướng Chính phủ và quy định pháp luật hiện hành.","Số 236 Nam Kỳ Khởi Nghĩa, Phường 6, Quận 3, Thành phố Hồ Chí Minh",www.vnrubbergroup.com
HAG,Tài chính,"Công ty Cổ phần Hoàng Anh Gia Lai hiện là một trong những công ty bất động sản có quy mô vốn lớn nhất tại Viet Nam. Công ty sở hữu 4 nhà máy sản xuất đồ gỗ, 1 nhà máy chế biến đá granite và 1 đơn vị xây dựng quy mô lớn. Việc xây dựng căn hộ cao cấp là quá trình khép kín, sử dụng kết hợp chuỗi những sản phẩm của Hoàng Anh Gia Lai. Nhờ vậy Hoàng Anh Gia Lai có thể giảm giá thành căn hộ khoảng 30% mà chất lượng vẫn tương đương các đơn vị khác. Hoàng Anh Gia Lai đang dần nâng vị thế của mình để trở thành một trong những thương hiệu lớn nhất Việt Nam.","Số 15, Đường Trường Chinh, Phường Phù Đổng, Thành phố Pleiku, tỉnh Gia Lai.",www.hagl.com.vn
HBC,Công nghiệp,"Lãnh vực hoạt động chính của Công Ty Cổ Phần Xây Dựng và Kinh Doanh Địa ốc Hòa Bình: thi công xây dựng công trình dân dụng và công nghiệp với tỷ trọng doanh thu đóng góp trên 80%. Mấy năm gần đây có sự dịch chuyển trong cơ cấu lợi nhuận khi mảng Sản xuất, thi công và kinh doanh thành phẩm mộc và trang trí nội thất và Hoạt động tài chính đóng góp tỷ trọng khá cao. Công ty đã mở rộng phạm vi hoạt động của mình trên cả nước tuy nhiên vẫn còn tập trung chủ yếu tại khu vực TP. Hồ Chí Mình và các vùng phụ cận.","235 Võ Thị Sáu, Phường 7, Quận 3, TP.HCM",www.hoabinhcorporation.com
HCM,Tài chính,"Là một trong những công ty chứng khoán đầu tiên được thành lập và hoạt động tại Việt Nam, HSC đã đạt được những vị thế nhất định trong ngành chứng khoán – tài chính sau hơn 15 năm hoạt động và phát triển. Về quy mô hoạt động, HSC liên tục là một trong những công ty có vốn điều lệ và tổng tài sản lớn nhất trên thị trường từ lúc hình thành cho đến nay. Đến tháng 9 năm 2018, HSC có 619 nhân viên, 1 chi nhánh và 8 Phòng Giao dịch ở Thành phố Hồ Chí Minh và Hà Nội, với 4 mảng hoạt động chính là môi giới chứng khoán, nghiên cứu, tài chính doanh nghiệp, và tự doanh.","tầng 2, 5, 6, 11 & 12, tòa nhà AB, số 76, Lê Lai, quận I, thành phố Hồ Chí Minh",www.hsc.com.vn
HDB,Tài chính,"Từ năm 2008 đến cuối tháng 9 năm 2017, tổng tài sản của HDBank đã tăng 18 lần và số lượng các chi nhánh đã tăng gấp 7 lần.
Ngoài sự tăng trưởng nội tại, tài sản của Ngân hàng cũng tăng nhanh đáng kể thông qua các hoạt động sáp nhập và hợp nhất. Năm 2013 đã đánh dấu một mốc quan trọng cho HDBank khi Ngân hàng sáp nhập với Ngân hàng Đại Á. Vốn điều lệ của HDBank tăng lên 8.100 tỷ đồng và trở thành một trong 10 ngân hàng thương mại lớn nhất Việt Nam. Ngân hàng cũng đã giành được nhiều giải thưởng, bao gồm ""Công ty được quản lý tốt nhất châu Á"" vào năm 2015 và 2016 của Tạp chí Euromoney, ""Top 500 ngân hàng châu Á"", ""Top 8 ngân hàng thương mại tại Việt Nam"" vào năm 2017 của Asian Banker và “Ngân hàng tốt nhất Việt Nam” trong năm 2017 của Asia Money.","Số 25Bis Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, TP. HCM",www.hdbank.com.vn
HDG,Tài chính,"Với kinh nghiệm 15 năm hoạt động kinh doanh bất động sản, HDG là một trong những uy tín trong lĩnh vực kinh doanh bất động sản, có sức cạnh tranh và hoạt động kinh doanh hiệu quả trong ngành xây dựng. Trong thời gian tới, HDG có chiến lược chuyển mạnh sang kinh doanh bất động sản cho thuê khi các dự án cao ốc và khách sạn hoàn thành.","Số 8, Láng Hạ, phường Thành Công, Láng Hạ, Ba Đình, Hà Nội",www.hado.com.vn
